20230832	Jane Davis	67	44	41
20230833	Alice Smith	82	7	84
20230834	Alice Johnson	78	46	88
20230835	Alice Brown	63	5	33
20230836	Alice Johnson	90	1	39
20230837	Alice Brown	42	82	66
20230838	Bob Doe	74	0	60
20230839	Alice Johnson	95	57	93
20230840	Jane Doe	56	92	53
20230841	Chris Brown	69	84	26
20230842	Chris Davis	76	89	15
20230843	Bob Brown	10	55	82
20230844	Alice Johnson	42	31	0
20230845	Jane Johnson	97	58	52
20230846	Alice Doe	61	39	68
20230847	Chris Brown	19	38	97
20230848	John Smith	15	60	21
20230849	Chris Brown	87	35	42
20230850	John Smith	85	85	85
20230851	Bob Doe	42	100	31
20230852	Bob Davis	8	28	31
20230853	Alice Smith	10	63	45
20230854	Bob Doe	79	29	19
20230855	Chris Smith	67	13	75
20230856	John Smith	89	28	30
20230857	John Davis	47	48	41
20230858	Alice Brown	7	91	12
20230859	Jane Smith	60	9	0
20230860	Chris Davis	85	91	24
20230861	John Doe	62	46	73
20230862	John Johnson	72	59	73
20230863	Alice Johnson	84	26	40
20230864	Alice Smith	19	51	4
20230865	Chris Brown	17	75	37
20230866	Jane Smith	100	30	80
20230867	Alice Brown	16	84	68
20230868	Chris Doe	79	41	80
20230869	Bob Smith	44	80	94
20230870	Alice Davis	22	42	41
20230871	Bob Doe	67	70	99
20230872	Alice Smith	42	68	63
20230873	Jane Doe	94	0	47
20230874	Alice Johnson	38	11	30
20230875	Chris Smith	26	60	39
20230876	John Brown	70	10	60
20230877	Bob Davis	30	79	29
20230878	Alice Doe	2	43	43
20230879	John Brown	23	2	61
20230880	John Davis	83	92	44
20230881	Chris Brown	45	50	31
20230882	John Doe	64	24	4
20230883	Jane Davis	17	18	81
20230884	Jane Doe	39	81	94
20230885	Bob Davis	79	36	0
20230886	John Davis	87	89	96
20230887	Jane Smith	47	80	18
20230888	Chris Brown	54	64	41
20230889	Jane Brown	88	24	7
20230890	Alice Brown	92	64	46
20230891	Jane Smith	2	37	98
20230892	Jane Johnson	55	36	80
20230893	John Davis	4	84	32
20230894	Bob Brown	95	83	27
20230895	Alice Davis	2	73	90
20230896	Chris Brown	84	83	0
20230897	Jane Smith	63	97	2
20230898	John Smith	89	57	55
20230899	John Johnson	28	83	60
20230900	Alice Johnson	90	18	64
20230901	John Smith	65	51	46
20230902	Bob Doe	88	45	53
20230903	Alice Davis	51	22	53
20230904	Bob Doe	65	60	79
20230905	John Smith	83	88	34
20230906	Chris Davis	47	53	56
20230907	Chris Johnson	68	52	38
20230908	Chris Davis	50	15	93
20230909	Jane Davis	75	95	82
20230910	Bob Davis	35	67	65
20230911	Chris Doe	28	49	4
20230912	John Brown	40	68	91
20230913	Alice Johnson	20	36	15
20230914	John Smith	43	60	59
20230915	Chris Doe	54	7	94
20230916	Chris Smith	42	83	66
20230917	Bob Johnson	90	22	4
20230918	Alice Doe	84	74	76
20230919	Bob Davis	26	71	67
20230920	Alice Doe	12	26	82
20230921	Bob Brown	28	27	85
20230922	Alice Brown	79	58	45
20230923	Jane Davis	51	17	45
20230924	Jane Johnson	64	60	24
20230925	Chris Smith	26	33	61
20230926	Chris Doe	97	33	85
20230927	Bob Smith	23	90	69
20230928	Bob Davis	12	58	90
20230929	Alice Davis	9	26	62
20230930	John Davis	99	7	63
20230931	Alice Johnson	48	50	79
20230932	Jane Davis	94	16	67
20230933	Chris Smith	19	41	8
20230934	Jane Brown	43	44	78
20230935	Alice Brown	24	100	1
20230936	Chris Brown	61	24	47
20230937	Jane Davis	40	32	19
20230938	Chris Brown	11	1	69
20230939	Jane Doe	48	37	52
20230940	John Brown	3	19	74
20230941	Jane Doe	33	71	46
20230942	Bob Davis	31	99	97
20230943	John Brown	22	67	74
20230944	Jane Johnson	86	1	6
20230945	Bob Johnson	36	10	100
20230946	Jane Davis	97	40	35
20230947	John Brown	6	30	21
20230948	Bob Davis	74	24	31
20230949	Chris Smith	15	87	20
20230950	Bob Davis	4	67	69
20230951	John Davis	39	44	45
20230952	John Davis	51	6	5
20230953	Chris Davis	14	61	53
20230954	Alice Doe	3	62	11
20230955	Alice Smith	100	10	39
20230956	John Smith	95	5	9
20230957	Chris Davis	55	11	86
20230958	Chris Johnson	89	68	72
20230959	Jane Johnson	0	26	50
20230960	Bob Smith	67	69	56
20230961	Chris Johnson	59	22	88
20230962	Jane Doe	22	65	20
20230963	Jane Brown	75	79	1
20230964	Jane Johnson	42	14	27
20230965	Alice Smith	83	19	49
20230966	John Smith	54	25	43
20230967	Chris Doe	39	88	7
20230968	Jane Davis	38	85	15
20230969	Alice Doe	24	44	71
20230970	Alice Doe	64	2	69
20230971	John Johnson	28	67	67
20230972	Jane Smith	18	23	28
20230973	Chris Smith	25	9	63
20230974	Chris Doe	8	49	46
20230975	John Johnson	25	25	10
20230976	Jane Doe	97	95	94
20230977	Bob Davis	74	60	100
20230978	Bob Doe	55	83	82
20230979	Alice Doe	7	24	64
20230980	John Davis	70	94	69
20230981	Alice Doe	77	92	42
20230982	Jane Johnson	31	42	32
20230983	Bob Davis	69	50	74
20230984	Chris Doe	62	28	36
20230985	Alice Johnson	74	52	25
20230986	Chris Smith	31	9	30
20230987	Jane Doe	66	75	90
20230988	John Davis	98	17	75
20230989	Chris Davis	77	26	4
20230990	John Davis	40	65	94
20230991	Jane Johnson	2	2	19
20230992	Chris Doe	6	87	75
20230993	Bob Smith	85	66	65
20230994	Jane Brown	86	1	26
20230995	John Brown	77	20	94
20230996	Chris Smith	13	79	60
20230997	Jane Doe	7	25	72
20230998	Bob Doe	79	95	79
20230999	Bob Johnson	77	65	67
